full_text,sentiment,clean_full_text,word_count,text_preprocessed
Gus Muhaimin menyoroti Food estate itu membabat hutan lalu menanam dengan jumlah yang banyak tetapi perencanaannya tidak matang. #RezimPerusakLingkungan #AMINAjaDulu @aniesbaswedan @cakimiNOW,positif, Gus Muhaimin menyoroti Food perkebunan itu membabat hutan lalu menanam dengan jumlah yang banyak tetapi perencanaannya tidak matang.     ,18,gus muhaimin sorot makan kebun babat hutan tanam rencana matang
@adrianawharf prabowo noh sp,netral,  prabowo nah siapa ,3,prabowo
@krisnodaelan1 @batubata0707 @kumparan Rules nya jelas..klw ada istilah tertentu penanya harus memberikan penjelasan dulu apa definisinya... Moderator sebagai wasit pun terang terangan meminta gibran menjelaskan apa definisi nya..tp tidak dilakukan ,netral,    Rules nya jelas..klw ada istilah tertentu penanya harus memberikan penjelasan dulu apa definisinya... Moderator sebagai wasit pun terang terangan meminta gibran menjelaskan apa definisi nya..tp tidak dilakukan  ,27,atur nya istilah pena jelas definisi moderator wasit terang terang gibran definisi nya
@Fahrihamzah @prabowo Ini sih pilihan untuk mengangkat rating coba tambah satu item umpamanya tidak beretika.,netral,   Ini sih pilihan untuk mengangkat nilai coba tambah satu hitam  umpamanya tidak beretika. ,13,sih pilih angkat nilai coba hitam umpama etika
@Mdy_Asmara1701 Maaf visi misinya apa ya? Yg saya tangkap perubahan saja,netral,  Maaf visi misinya apa ya? Yg saya tangkap perubahan saja ,10,maaf visi misi iya tangkap ubah
#nazarpemilu Alasan anda pilih Anies Muhaimin ?,positif,  Alasan anda pilih Anies Muhaimin ? ,6,alas pilih anies muhaimin
Apapun yang dilakukan Buzzer pendukung Ganjar elektabilitanya makin melorot ke posisi terbawah dibawah Anis.,negatif, Apapun yang dilakukan Buzzer pendukung Ganjar elektabilitasnya makin melorot ke posisi terbawah di bawah Anis. ,15,apa buzer dukung ganjar elektabilitasnya lorot posisi bawah anies
Masih menunggu ada pemilih Prabowo/Gibran yang bisa kasih alasan rasional buat milih mereka kecuali dibayar.,netral, Masih menunggu ada pemilih Prabowo/Gibran yang bisa kasih alasan rasional buat pilih mereka kecuali dibayar. ,15,tunggu pilih prabowo gibran kasih alas rasional pilih kecuali bayar
Dengan fokus pada transparansi portofolio Ganjar-Mahfud menjanjikan langkah-langkah untuk memastikan kejelasan kondisi fundamental korporasi dalam setiap investasi. @schnleq Juara ! Sat Set https://t.co/OleDfWDyq9,positif, Dengan fokus pada transparansi portofolio Ganjar-Mahfud menjanjikan langkah-langkah untuk memastikan kejelasan kondisi fundamental korporasi dalam setiap investasi.  Juara ! Sat Set  ,21,fokus transparansi portofolio ganjar mahfud janji langkah langkah jelas kondisi fundamental korporasi investasi juara sat set
Cawapres nomor urut 1 Muhaimin Iskandar mengatakan kepastian hukum menjadi penting dalam menggaet investor. Menurutnya kepastian hukum menjadi jaminan investasi agar tidak disalahgunakan. https://t.co/9feySYV5XH,positif, Cawapres nomor urut 1 Muhaimin Iskandar mengatakan kepastian hukum menjadi penting dalam menggaet investor. Menurutnya kepastian hukum menjadi jaminan investasi agar tidak disalahgunakan.  ,23,cawapres nomor urut muhaimin iskandar pasti hukum gaet investor turut pasti hukum jamin investasi disalah
@cuitcuap_ Tar lagi nangis2 bersama lagi?? Kasihan melihat tingkah laku gibran di arena spt orang kurang IQ. Jangan senang dg puja2 buzzer yg menjerumuskan. Kasihan,netral,  Tar lagi tangis tangis bersama lagi?? Kasihan melihat tingkah laku gibran di arena seperti  orang kurang IQ. Jangan senang dengan  puja puja buzer yang menjerumuskan. Kasihan ,26,tangis tangis kasihan tingkah laku gibran arena orang iq senang puja puja buzer jerumus kasihan
@kurawa @jokowi Pilihan saya pada putaran pertama adalah Pak Anies namun jika kalah saya akan memilih Pak Ganjar saya tidak akan melihat ke belakang https://t.co/wrGYHcuXQq,netral,   Pilihan saya pada putaran pertama adalah Pak Anies namun jika kalah saya akan memilih Pak Ganjar saya tidak akan melihat ke belakang  ,22,pilih putar anies kalah pilih ganjar
@ekowboy2 Pak Anies kendel bgt. Gak takut apa ya kalo pas pulang solat subuhan ada yg nyirem air kerad ,netral,  Pak Anies kendel bgt. Gak takut apa ya kalau pas pulang salat subuhan ada yang siram air keran  ,18,anies kendel takut iya pas pulang salat subuh siram air keran
@Diana_fajarwati @BosPurwa Posisi Cawapres mmg melengkapi kan.... Tetap Keren sih... Gue rasa Posisi Wapres era Anies gak sekejam Jokowi kasih peran Yai Makroef....,netral,   Posisi Cawapres memang  melengkapi kan.... Tetap Keren sih... Gue rasa Posisi Wapres era Anies tidak sekejam Jokowi kasih peran Yai Makroef.... ,21,posisi cawapres lengkap keren sih posisi wapres era anies kejam jokowi kasih peran yai makroef
Buat Pendukung 01 02 &amp; 03. STOP! Politik Pecah Belah Anak Bangsa Kita sudahi saling kritik &amp; ejek. Silahkan terus selalu suport capres &amp; cawapres masing2. Mereka putra terbaik bangsa ! Salam hormat saya pendukung Anies Baswedan &amp; Muhaimin Iskandar. Sutan Mangara Harahap https://t.co/fmaRcMliiz,netral, Buat Pendukung 01 02 &amp; 03. STOP! Politik Pecah Belah Anak Bangsa Kita sudahi saling kritik &amp; ejek. Silahkan terus selalu dukung capres &amp; cawapres masing2. Mereka putra terbaik bangsa ! Salam hormat saya pendukung Anies Baswedan &amp; Muhaimin Iskandar. Sutan Mangara Harahap  ,43,dukung henti politik pecah belah anak bangsa sudah kritik ejek silah dukung capres cawapres putra baik bangsa salam hormat dukung anies baswedan muhaimin iskandar sutan mangara harahap
@are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 Allah tak pernah tidur akhir Allah memberikan mata republik ini melihat kebenaran ada terimakasih ya Allah dan Pak Anies semongga Allah selalu melindungi dan memberikan kesehatan untuk negara Indonesia yang lebih baik .....Aamiin Ya Allah Ya Robbal Alaamiin,positif,            Allah tidak pernah tidur akhir Allah memberikan mata republik ini melihat kebenaran ada terima kasih ya Allah dan Pak Anies semoga Allah selalu melindungi dan memberikan kesehatan untuk negara Indonesia yang lebih baik .....Aamiin Ya Allah Ya Robbal Alaamiin ,39,allah tidur allah mata republik benar terima kasih iya allah anies moga allah lindung sehat negara indonesia amin iya allah iya rabbal alami
Ganjar optimis dengan bersama kita melangkah menuju Indonesia yang adil dan sejahtera GanjarMahfud2024 Bogor bogor 3D6im6FVxs GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat,positif, Ganjar optimis dengan bersama kita melangkah menuju Indonesia yang adil dan sejahtera GanjarMahfud2024 Bogor bogor 3D6im6FVxs GanjarBersih KuatkanKPK Hebat Ganjar Presidenku LanjutGan Bansos Rakyat ,24,ganjar optimis lang indonesia adil sejahtera ganjar mahfud bogor bogor ganjar bersih kuat kpk hebat ganjar presiden lanjut bansos rakyat
Sisa2 efek debat semalam akan ketutup kehebohan Desak Anies episode Golput yg akan rilis hari ini. Ayo Tim 02 yg semangat bikin post-play nya.,netral, Sisa2 efek debat semalam akan ketutup kehebohan Desak Anies episode Golput yang akan rilis hari ini. Ayo Tim 02 yang semangat bikin post-play nya. ,24,sisa sisa efek debat malam tutup heboh desak anies episode golput rilis ayo tim semangat bikin pos main nya
@Nikmatul_Sg Yakin dan selalu semangat mendukung Pak Ganjar dan Pak Mahfud ,positif,  Yakin dan selalu semangat mendukung Pak Ganjar dan Pak Mahfud  ,10,semangat dukung ganjar mahfud
literally my sis yang kubuh 02 pas nonton closing statemen-nya beneran langsung ngomong ada anies minta maaf ke paslon lain? ,netral, secara harfiah saya saudari yang kubu 02 pas menonton penutupan statemen-nya benaran langsung omong ada anies meminta maaf ke paslon lain?  ,21,harfiah saudari kubu pas tonton tutup nyata nya benar langsung omong anies maaf paslon
Anies Melihat Penampilan Cak Imin di Debat Cawapres Kedua Langsung Dipeluk Erat https://t.co/aADQ7iQlW6,positif, Anies Melihat Penampilan Cak Imin di Debat Cawapres Kedua Langsung Dipeluk Erat  ,12,anies tampil cak imin debat cawapres langsung peluk erat
@are_inismyname @zarryhendrik @seeksixsuck @kurawa @P4P4B0W0_2024 @99propaganda @Ndons_Back @Bank_Joee_ @BANGSAygSUJUD @florieliciouss @Kimberley_2024 Yang gw benci dari pendukung prabowo adalah narasi kasihan dibully sudah tua paslon lawan tidak ada etika cmon ini capres lu yang gabisa tampil dan emang kemampuannya segitu ya wajar dong di pertanyakan. udah nyalon jalur mk ya emang mau di pimpin yang kurang etik,netral,            Yang saya benci dari pendukung prabowo adalah narasi kasihan dirundung sudah tua paslon lawan tidak ada etika ayo ini capres kamu yang tidak bisa tampil dan memang kemampuannya sebegitu ya wajar dong di pertanyakan. sudah calon jalur maka  ya memang mau di pimpin yang kurang etik ,46,benci dukung prabowo narasi kasihan rundung tua paslon lawan etika ayo capres tampil mampu iya wajar calon jalur iya pimpin etik
@xquitavee @prabowo Wkakaka pujaan mu kan suka ngancam makanya jualannya persatuan m belajar dulu wuk bawuk,netral,   Wkakaka pujaan mu kan suka ancam makanya jualannya persatuan sama belajar dulu bau bau ,14,ha puja mu suka ancam jual satu ajar bau bau
@Uki23 prabowo gibran = anti korupsi ganjar mahfud = anti korupsi lah wan angin ama si imin anti apa dong?,positif,  prabowo gibran = anti korupsi ganjar mahfud = anti korupsi lah wan angin sama  si imin anti apa dong? ,19,prabowo gibran anti korupsi ganjar mahfud anti korupsi wan angin si imin anti
@ferrykoto 1 faskes 1 nakes bukannya yg disebutkan pak ganjar ya?,netral,  1 faskes 1 nakes bukannya yang disebutkan pak ganjar ya? ,10,faskes nakes ganjar iya
@abu_waras Harusnya Angin Sih.. ANies GIbraN https://t.co/uTjV9U3Gjw,netral,  Harusnya Angin Sih.. ANies GIbraN  ,5,angin sih anies gibran
@GibranRakabumi Barang kali nyampe ke real akunnya gibran.. https://t.co/n53gjXoVK6,netral,  Barang kali sampai  ke asli akunnya gibran..  ,7,barang kali asli akun gibran
@abu_waras Dari pemilihan kostum ketiga Paslon Anies Muhaimin terbukti yang PALING MENGHARGAI PANGGUNG DEBAT CAPRES,positif,  Dari pemilihan kostum ketiga Paslon Anies Muhaimin terbukti yang PALING MENGHARGAI PANGGUNG DEBAT CAPRES ,14,pilih kostum tiga paslon anies muhaimin bukti harga panggung debat capres
@gibran_tweet Kerak telor enak kyk tampang lu SUGIE receh ,netral,  Kerak telur  enak mirip   tampang kamu SUGIE receh  ,8,kerak telur enak tampang sugie receh
Debat Capres Tahap 3 Anies Lebih Unggul #AMINAjaDulu #AniesUnggul #PakaiOtakPakaiHati @aniesbaswedan @cakimiNOW @DPNAminBalad @DPP_PKB https://t.co/NnbkXl19hl,positif, Debat Capres Tahap 3 Anies Lebih Unggul         ,7,debat capres tahap anies unggul
@Fahrihamzah @prabowo Pemarah yg jago joged... Miriplah kelakuan preman pasar,negatif,   Pemarah yang jago joged... Miriplah kelakuan preman pasar ,8,marah jago joget mirip laku preman pasar
@zainalarif1995 lah jokowi juga 2019 saat debat nyerang prabowo juga soal tanah di kalimantan timur dan aceh di sebut pula angka hektarnya,netral,  lah jokowi juga 2019 saat debat serang prabowo juga soal tanah di kalimantan timur dan aceh di sebut pula angka hektarnya ,21,jokowi debat serang prabowo tanah kalimantan timur acah angka hektar
@Yurissa_Samosir @AdamVelcro @AdeDhani9 @AkalSehat2024 @aking_adit @chaidar_2000 @Kang_Toniee @NohCeukenohhh @mustafaagus007 @choymarkochoy TERIMA KASIH SAUDARAKU UNTUK MENCERDASKAN DAN PERUBAHAN SERTA BERKEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESI .AMIN AMIN AMIN . ANIES MUHAIMIN 2024,netral,           TERIMA KASIH SAUDARAKU UNTUK MENCERDASKAN DAN PERUBAHAN SERTA BERKEADILAN SOSIAL BAGI SELURUH RAKYAT INDONESI .AMIN AMIN AMIN . ANIES MUHAIMIN 2024 ,21,terima kasih saudara cerdas ubah adil sosial rakyat indonesia amin amin amin anies muhaimin
Ganjar-Mahfud membangun citra positif sebagai pemimpin yang peduli terhadap keadilan dan kesejahteraan ekonomi rakyat. @prettyvenuz Juara ! Pasti Lebih Baik https://t.co/2NVuOxQatb,positif, Ganjar-Mahfud membangun citra positif sebagai pemimpin yang peduli terhadap keadilan dan kesejahteraan ekonomi rakyat.  Juara ! Pasti Lebih Baik  ,19,ganjar mahfud bangun citra positif pimpin peduli adil sejahtera ekonomi rakyat juara
Krok krok krok keok keok keok Ngaing ngaing ngaing. Anies cuma balas dendam atas perbuatan bocil samsul kpd wapresnya di debat yg lalu. Kok baru skrg bicara soal substatif pdhal waktu itu bocil sangat intimidatif thd wapres Anies.,negatif, Krok krok krok keok keok keok Ngaing ngaing ngaing. Anies cuma balas dendam atas perbuatan bocil samsul kepada  wapresnya di debat yang lalu. Kok baru sekarang bicara soal substantif padahal  waktu itu bocil sangat intimidatif terhadap  wapres Anies. ,38,krok krok krok keok keok keok kaing kaing kaing anies balas dendam buat bocil samsul wapresnya debat bicara substantif bocil intimidatif wapres anies
Ganjar-Mahfud mampu mewujudkan harapan rakyat kecil @ppfftt__ VisiMisi GanjarMahfud https://t.co/VEapwmaI1U,positif, Ganjar-Mahfud mampu mewujudkan harapan rakyat kecil  VisiMisi GanjarMahfud  ,8,ganjar mahfud wujud harap rakyat visi misi ganjar memahfud
@Dahnilanzar @prabowo Gokksss.....milenial &amp; gen z yg cerdas memikirkan nasib nya kedepan... Malah bukan mimih yg byk omon omon...️️,netral,   Gokksss.....milenial &amp; gen saja yang cerdas memikirkan nasib nya kedepan... Malah bukan mimik yang banyak  omong omon...️️ ,17,goks milenial gen cerdas pikir nasib nya mimik omong omon
@dekade_08 Ini nihh baru toleransi dalam keberagaman. Salut sama mas Gibran https://t.co/odWXq8Ry7U,netral,  Ini nih baru toleransi dalam keberagaman. Salut sama mas Gibran  ,10,ini toleransi agam salut mas gibran
nooo wkkwkw gue blg the anies will stay in his side (ya minimal sampe debat 2) but imin will attract another demographic. kalau dua2nya siding the same demographic ya apa gunanya koalisi,netral, tidak ha saya bilang  itu anies akan tinggal ini ini sisi (ya minimal sampai debat 2) tetapi imin akan menarik yang lain demographic. kalau dua duanya siding itu sama demografis ya apa gunanya koalisi ,34,ha bilang anies tinggal sisi iya minimal debat imin tarik demografis dua siding demografis iya guna koalisi
@kompascom Yakin bgt sih pak mahfud bisaa,netral,  Yakin sekali  sih pak mahfud bisa ,6,sih mahfud
Investor akan merasakan manfaat dari langkah-langkah Ganjar-Mahfud yang bertujuan menciptakan lingkungan bisnis yang adil dan transparan. @senowieball Hebat ! Pasti Lebih Baik https://t.co/7oOIhWglfz,positif, Investor akan merasakan manfaat dari langkah-langkah Ganjar-Mahfud yang bertujuan menciptakan lingkungan bisnis yang adil dan transparan.  Hebat ! Pasti Lebih Baik  ,21,investor rasa manfaat langkah langkah ganjar mahfud tuju cipta lingkung bisnis adil transparan hebat
@Gi_Grey Benar sekali. Parobowo emang sabar buanget. Bagaimana bisa orang sesabar beliau. Beliau juga TIDAK bilang ndasmu etik goblok diluar forum debat. Salut dengat kesabaran pak prabowo,netral,  Benar sekali. Parobowo memang sabar buanget. Bagaimana bisa orang sesabar beliau. Beliau juga TIDAK bilang kepalamu etik bodoh di luar forum debat. Salut dengar kesabaran pak prabowo ,27,prabowo sabar orang sabar beliau beliau bilang kepala etik bodoh forum debat salut dengar sabar prabowo
@KompasTV Pak anies love u pull dahh. Biarpun bapak kalah kami kasih ke pak ganjar suara ini yah. tidak akan ke PS pak. https://t.co/qB5dV7q5Nm,netral,  Pak anies cinta kamu tarik dahh. Biarpun bapak kalah kami kasih ke pak ganjar suara ini yah. tidak akan ke PS pak.  ,22,anies cinta tarik biarpun kalah kasih ganjar suara iya pas
@Melihat_Indo dtmpat gue kemarin psi bagi sembako minyak dan uang 50rb pas gue ty sm emak yg dpat smbko mereka bilang tetap milih ganjar mahfud lah...,netral,  di tempat saya kemarin psi bagi sembako minyak dan uang 50 ribu pas saya tanya sama  emak yang dapat sembako mereka bilang tetap pilih ganjar mahfud lah... ,27,kemarin psi sembako minyak uang ribu pas emak mbako bilang pilih ganjar mahfud
@NoviBudi78 @aniesbaswedan @ganjarpranowo @prabowo Smlm wow keliatan lugu (lucu dan gugup) lebih mirip badut drpd capres. Memalukan sx. Kelihatan sx wowo paling tidak siap debat. Kasihan krn sdh terlalu tua loadingnya jadi sangat lambat. Lbh parah lgi pasangannya bocil bego plonga plongo. SEMPURNA.,netral,     Smlm wow kelihatan  lugu (lucu dan gugup) lebih mirip badut daripada  capres. Memalukan sx. Kelihatan sekali prabowo paling tidak siap debat. Kasihan karena  sudah  terlalu tua memuatnya jadi sangat lambat. Lbh parah lagi  pasangannya bocil bodoh planga plongo. SEMPURNA. ,39,malam wow lugu lucu gugup badut capres malu prabowo debat kasihan tua muat lambat parah pasang bocil bodoh planga plongo sempurna
@rifki_sedu @gibran_tweet ini orang yang sok bilang gak ada kebebasan pendapat,netral,   ini orang yang sok bilang tidak ada kebebasan pendapat ,9,orang sok bilang bebas dapat
Tim hore 01 &amp; 03 serang paslon 02. Saat ini Gibran @gibran_tweet yg sdg jadi sasaran. Biasanya semakin diserang elektabilitas naik. Seperti bejana dlm air dan yg terkuras paslon 03. Jika terus sudut tergerus maka satu putaran akan kejadian. Bahlil Mahfud,netral, Tim hore 01 &amp; 03 serang paslon 02. Saat ini Gibran  yang sedang  jadi sasaran. Biasanya semakin diserang elektabilitas naik. Seperti bejana dalam  air dan yang terkuras paslon 03. Jika terus sudut tergerus maka satu putaran akan kejadian. Bahlil Mahfud ,40,tim hore serang paslon gibran sasar serang elektabilitas bejana air kuras paslon sudut gerus putar jadi bahlil mahfud
@rahmatfajri98 @MbU_20aJa @umam_s8 @RcyberProj0 @jokowi @prabowo @Gerindra @gibran_tweet @budimuni98 @handoko2411 @Projo_Pusat @FALDA81 Mantap,netral,             Mantap ,1,mantap
